facts_summary,case_category,likely_outcome,source_file,source_prefix,date_lecture,type_decision,type_recours,solution,text_length
"Le médecin-conseil, chef de service par intérim de l'échelon local du service médical du Bas-Rhin, a porté plainte contre M. B A devant la section des assurances sociales de la chambre disciplinaire de première instance du Grand-Est de l'ordre des médecins. Par une décision du 10 décembre 2019, la section des assurances sociales de la chambre disciplinaire de première instance a infligé à M. A la sanction de l'interdiction de délivrer des soins aux assurés sociaux pendant une période de six mois, dont trois mois assortis du sursis, et dit que la partie de la sanction non assortie du sursis serait exécutée du 1er mars au 31 mai 2020. Par une décision du 21 janvier 2022, la section des assurances sociales du Conseil national de l'ordre des médecins a rejeté l'appel formé par M. A contre cette décision et dit que la partie de la sanction non assortie du sursis serait exécutée du 1er mai au 31 juillet 2022. 1° Sous le numéro 461796, par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 22 février et 17 mars 2022, au secrétariat du contentieux du Conseil d'Etat, M. A demande au Conseil d'Etat : 1°) d'annuler cette décision ; 2°) de mettre à la charge du médecin-conseil, chef de service par intérim de l'échelon local du service médical du Bas-Rhin, la somme de 3 500 euros au titre de l'article L. 761-1 du code de justice administrative. 2° Sous le numéro 462419, par une requête, enregistrée le 17 mars 2022 au secrétariat du contentieux du Conseil d'Etat, M. A demande au Conseil d'Etat d'ordonner qu'il soit sursis à l'exécution de la même décision de la section des assurances sociales du Conseil national de l'ordre des médecins. Il soutient que l'exécution de cette décision risque d'entraîner pour lui des conséquences difficilement réparables et que les moyens de son pourvoi sont de nature à justifier la cassation et l'infirmation de la solution retenue par les juges du fond. Par un mémoire en défense, enregistré le 8 mai 2022, le médecin-conseil, chef de service par intérim de l'échelon local du service médical du Bas-Rhin, conclut au rejet de la requête et à ce qu'il soit mis à la charge du requérant le versement de la somme de 3 000 euros au titre",plein_contentieux,defavorable_requerant,DCE_461796_20220615.xml,DCE,2022-06-15,Décision,Plein contentieux,Rejet PAPC,6941
"Le médecin-conseil, chef de service par intérim de l'échelon local du service médical du Bas-Rhin, a porté plainte contre M. B A devant la section des assurances sociales de la chambre disciplinaire de première instance du Grand-Est de l'ordre des médecins. Par une décision du 10 décembre 2019, la section des assurances sociales de la chambre disciplinaire de première instance a infligé à M. A la sanction de l'interdiction de délivrer des soins aux assurés sociaux pendant une durée de six mois, dont trois mois assortis du sursis, et dit que la partie de la sanction non assortie du sursis serait exécutée du 1er juin au 31 août 2020. Par une décision du 21 janvier 2022, la section des assurances sociales du Conseil national de l'ordre des médecins a rejeté l'appel formé par M. A contre cette décision et dit que la partie de la sanction non assortie du sursis serait exécutée du 1er mai au 31 juillet 2022. 1° Sous le numéro 461797, par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 22 février et 17 mars 2022 au secrétariat du contentieux du Conseil d'Etat, M. A demande au Conseil d'Etat : 1°) d'annuler cette décision ; 2°) de mettre à la charge du médecin-conseil, chef de service par intérim de l'échelon local du service médical du Bas-Rhin, la somme de 3 500 euros au titre de l'article L. 761-1 du code de justice administrative. 2° Sous le numéro 462418, par une requête, enregistrée le 17 mars 2022 au secrétariat du contentieux du Conseil d'Etat, M. A demande au Conseil d'Etat d'ordonner qu'il soit sursis à l'exécution de la même décision de la section des assurances sociales du Conseil national de l'ordre des médecins. Il soutient que l'exécution de cette décision risque d'entraîner pour lui des conséquences difficilement réparables et que les moyens de son pourvoi sont de nature à justifier la cassation et l'infirmation de la solution retenue par les juges du fond. Par un mémoire en défense, enregistré le 8 mai 2022, le médecin-conseil, chef de service par intérim de l'échelon local du service médical du Bas-Rhin, conclut au rejet de la requête et à ce qu'il soit mis à la charge du requérant le versement de la somme de 3 000 euros au titre de",plein_contentieux,defavorable_requerant,DCE_461797_20220615.xml,DCE,2022-06-15,Décision,Plein contentieux,Rejet PAPC,6962
"M. C H et Mme L B ont demandé au tribunal administratif de Besançon d'annuler les opérations électorales qui se sont déroulées les 20 et 27 juin 2021 en vue du renouvellement des conseillers départementaux du canton de Vesoul 2 et de déclarer inéligibles Mme E F et M. D K. Par un jugement n° 2101048 du 25 janvier 2022, le tribunal administratif de Besançon a rejeté leur protestation. Par une requête et un mémoire complémentaire, enregistrés les 25 février et 10 mai 2022 au secrétariat du contentieux du Conseil d'Etat, M. H et Mme B demandent au Conseil d'Etat : 1°) d'annuler ce jugement ; 2°) de faire droit à leur protestation : 3°) en toute hypothèse, de prononcer l'inéligibilité de Mme F et de M. K.",plein_contentieux,defavorable_requerant,DCE_461890_20220617.xml,DCE,2022-06-17,Décision,Plein contentieux,Rejet,5044
"Le syndic de la copropriété "" La Joie de Vivre "" a demandé au juge des référés du tribunal administratif de Nice de suspendre, sur le fondement des dispositions de l'article L. 521-1 du code de justice administrative, l'exécution de l'arrêté du 29 novembre 2021 par lequel le préfet des Alpes-Maritimes a autorisé les agents de la direction départementale des territoires et de la mer des Alpes-Maritimes et les personnels des entreprises mandatées par cette administration à pénétrer dans la propriété privée constituant la parcelle cadastrée AA 179 sur le territoire de la commune de Saint-Jean-Cap-Ferrat, en vue de la réalisation d'études préalables à la démolition de la terrasse de la villa dénommée "" Le Jardin sur la Mer "". Par une ordonnance n° 2200412 du 9 février 2022, le juge des référés de ce tribunal a suspendu l'exécution de cet arrêté, en tant qu'il autorise les agents de la direction départementale des territoires et de la mer des Alpes-Maritimes et les personnes mandatées par cette administration à pénétrer dans la propriété privée de la copropriété "" La Joie de Vivre "" et à y effectuer des travaux préparatoires. Par un pourvoi enregistré le 25 février 2022 au secrétariat du contentieux du Conseil d'Etat, la ministre de la transition écologique demande au Conseil d'Etat d'annuler cette ordonnance.",exces_de_pouvoir,non_lieu,DCE_461898_20220603.xml,DCE,2022-06-03,Décision,Excès de pouvoir,Non-lieu PAPC,3575
"La société Saur a demandé au juge des référés du tribunal administratif de Nantes, sur le fondement des dispositions de l'article L. 551-1 du code de justice administrative, d'annuler la décision d'éliminer sa candidature pour les lots n°s 1et 2 de la concession de service public engagée par le syndicat mixte départemental Atlantic'Eau et d'enjoindre au syndicat mixte départemental Atlantic'Eau de réintégrer sa candidature et de reprendre la procédure d'attribution au stade de l'analyse des candidatures. Par une ordonnance n° 2201196 du 11 février 2022, le juge des référés du tribunal administratif de Nantes a rejeté cette demande. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 25 février et 14 mars 2022 au secrétariat du contentieux du Conseil d'Etat, la société Saur demande au Conseil d'Etat : 1°) d'annuler cette ordonnance ; 2°) statuant en référé, de faire droit à sa demande.",plein_contentieux,defavorable_requerant,DCE_461899_20220603.xml,DCE,2022-06-03,Décision,Plein contentieux,Rejet,7668
"M. A C a demandé au juge des référés du tribunal administratif de Strasbourg d'ordonner la suspension de l'exécution de la décision du 30 novembre 2021 par laquelle le jury du deuxième concours externe, dit "" B "", de l'Ecole nationale d'administration l'a placé sur la liste complémentaire des admis au concours externe, et d'enjoindre à la directrice de l'Institut national du service public (INSP) de prononcer son admission dans cette école. Par une ordonnance n° 2200250 du 20 janvier 2022, le juge des référés du tribunal administratif a rejeté sa demande. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 25 février et 14 mars 2022 au secrétariat du contentieux du Conseil d'Etat, M. C demande au Conseil d'Etat : 1°) d'annuler cette ordonnance ; 2°) de mettre à la charge de l'INSP la somme de 2 000 euros à verser à la SCP Fabiani, Luc-Thaler, Pinatel son avocat, au titre des articles 37 de la loi du 10 juillet 1991 et L. 761-1 du code de justice administrative.",exces_de_pouvoir,defavorable_requerant,DCE_461913_20220614.xml,DCE,2022-06-14,Décision,Excès de pouvoir,Rejet PAPC,3376
"La société par actions simplifiée (SAS) Bistrot de la Banque a demandé au juge des référés du tribunal administratif de Paris de suspendre l'exécution de l'article 1er de l'arrêté du 13 janvier 2022 par lequel la maire de Paris lui a refusé l'installation d'une contre-terrasse permanente sur stationnement ainsi que de l'arrêté du 1er mars 2022 lui infligeant une amende administrative de 500 euros. Par une ordonnance n° 2205133 du 3 mars 2022, la juge des référés de ce tribunal a rejeté sa demande. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 4 et 18 mars 2022 au secrétariat du contentieux du Conseil d'État, la société Bistrot de la Banque demande au Conseil d'État : 1°) d'annuler cette ordonnance ; 2°) statuant en référé, de faire droit à sa demande ; 3°) de mettre à la charge de la Ville de Paris la somme de 4 000 euros au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,defavorable_requerant,DCE_462084_20220630.xml,DCE,2022-06-30,Décision,Excès de pouvoir,Rejet PAPC,2767
"M. D B et Mme C A épouse B ont demandé au juge des référés du tribunal administratif de Nice de suspendre, sur le fondement de l'article L. 521-1 du code de justice administrative, l'exécution de l'arrêté du 23 décembre 2019 par lequel le maire de Cap-d'Ail (Alpes-Maritimes) a accordé un permis de construire à la SCI Eucalyptus, ainsi que l'exécution de la décision du 8 juin 2020 par laquelle il a rejeté leur recours gracieux. Par une ordonnance n° 2200354 du 21 février 2022, le juge des référés du tribunal administratif de Nice a rejeté leur demande. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 7 et 14 mars 2022 au secrétariat du contentieux du Conseil d'Etat, M. et Mme B demandent au Conseil d'Etat : 1°) d'annuler cette ordonnance ; 2°) statuant en référé, de suspendre l'exécution des décisions contestées ; 3°) de mettre à la charge de la commune de Cap-d'Ail et de la SCI Eucalyptus la somme de 3 000 euros au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,defavorable_requerant,DCE_462100_20220617.xml,DCE,2022-06-17,Décision,Excès de pouvoir,Rejet PAPC,3170
"Par un jugement n° 2107828 du 4 mars 2022, enregistré le 8 mars suivant au secrétariat du contentieux du Conseil d'Etat, le tribunal administratif de Grenoble, avant de statuer sur la demande de M. A B tendant à l'annulation de l'arrêté en date du 14 novembre 2021 par lequel le préfet de la Savoie a prolongé pour une durée de deux ans l'interdiction de retour sur le territoire français prise à son encontre le 2 juin 2021, a, en application des dispositions de l'article L. 113-1 du code de justice administrative, décidé de transmettre le dossier de cette demande au Conseil d'Etat, en soumettant à son examen la question suivante : les recours formés contre les décisions portant prolongation d'une interdiction de retour sur le territoire français prises à l'encontre d'un étranger en application de l'article L. 612-11 du code de l'entrée et du séjour des étrangers et du droit d'asile doivent-ils être présentés, instruits et jugés selon les modalités prévues aux articles L. 614-5 du code de l'entrée et du séjour des étrangers et du droit d'asile et R. 776-13-1 et suivants du code de justice administrative '",autres_recours,autre_issue,DCE_462143_20220609.xml,DCE,2022-06-09,Décision,Autres,Avis article L. 113-1,7407
"1° Sous le numéro 462193, la commune de Bonneuil-sur-Marne, en défense à la demande de la préfète du Val-de-Marne tendant, sur le fondement de l'article L. 554-1 du code de justice administrative, à la suspension de la décision par laquelle le maire de la commune a refusé de soumettre au conseil municipal une délibération relative au temps de travail des agents de la commune, a produit un mémoire, enregistré le 23 février 2022 au greffe du tribunal administratif de Melun, en application de l'article 23-1 de l'ordonnance n° 58-1067 du 7 novembre 1958, par lequel elle soulève la question de la conformité aux droits et libertés garantis par la Constitution de l'article 47 de la loi n° 2019-828 du 6 août 2019. Par une ordonnance n° 2201150 du 3 mars 2022, enregistrée le 9 mars 2022 au secrétariat du contentieux du Conseil d'Etat, le juge des référés du tribunal administratif de Melun a décidé, par application des dispositions de l'article 23-2 de l'ordonnance n° 58-1067 du 7 novembre 1958, de transmettre au Conseil d'Etat cette question prioritaire de constitutionnalité. Par le mémoire transmis et par un nouveau mémoire, enregistré le 30 mars 2022 au secrétariat du contentieux du Conseil d'Etat, la commune de Bonneuil-sur-Marne soutient que l'article 47 de la loi n° 2019-828 du 6 août 2019, applicable au litige, méconnaît le principe de libre administration des collectivités territoriales garanti par l'article 72 de la Constitution et la liberté contractuelle garantie par l'article 4 de la Déclaration des droits de l'homme et du citoyen de 1789. Par un mémoire, enregistré le 14 avril 2022, le ministre de la cohésion des territoires et des relations avec les collectivités territoriales soutient que les conditions posées par l'article 23-4 de l'ordonnance du 7 novembre 1958 ne sont pas remplies et, en particulier, que la question ne présente pas un caractère sérieux. 2° Sous le numéro 462194, la commune de Fontenay-sous-Bois, en défense à la demande de la préfète du Val-de-Marne tendant, sur le fondement de l'article L. 554-1 du code de justice administrative, à la suspension de la décision par laquelle le maire de la commune a refusé de soumettre au conseil",autres_recours,autre_issue,DCE_462193_20220601.xml,DCE,2022-06-01,Décision,Autres,QPC T-Transmission (définitif),13983
"M. B A et le Collectif aletois gestion publique de l'eau actions sur le limouxin et le Saint-Hilarois ont demandé au tribunal administratif de Montpellier d'annuler la délibération du Syndicat intercommunal à vocation unique (SIVU) de la station d'épuration du Limouxin du 22 décembre 2017 fixant le tarif de la surtaxe d'assainissement pour l'année 2018. Par un jugement n° 1800906 du 1er octobre 2019, le tribunal administratif de Montpellier a rejeté cette demande. Par un arrêt n° 19MA05322 du 4 octobre 2021, la cour administrative d'appel de Marseille a rejeté l'appel formé par M. A et le Collectif aletois gestion publique de l'eau actions sur le Limouxin et le Saint-Hilarois contre ce jugement. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 10 mars et 20 avril 2022 au secrétariat du contentieux du Conseil d'Etat, le Collectif aletois gestion publique de l'eau actions sur le Limouxin et le Saint-Hilarois demande au Conseil d'Etat : 1°) d'annuler cet arrêt ; 2°) de mettre à la charge du SIVOM des eaux du Limouxin la somme de 3 000 euros au titre des articles L. 761 1 du code de justice administrative et 37 de la loi du 10 juillet 1991.",plein_contentieux,defavorable_requerant,DCE_462238_20220628.xml,DCE,2022-06-28,Décision,Plein contentieux,Rejet PAPC,3499
"Mme C A B a demandé à la Cour nationale du droit d'asile d'annuler la décision du 6 octobre 2021 par laquelle l'Office français de protection des réfugiés et apatrides a rejeté sa demande d'asile. Par une ordonnance n° 21061815 du 21 janvier 2022, la présidente de la Cour nationale du droit d'asile a rejeté sa demande. Par un pourvoi, enregistré le 11 mars 2022 au secrétariat du contentieux du Conseil d'Etat, Mme A B demande au Conseil d'Etat : 1°) d'annuler cette décision ; 2°) réglant l'affaire au fond, de lui reconnaitre la qualité de réfugié ou à défaut lui accorder le bénéfice de la protection subsidiaire ; 3°) de mettre à la charge de l'Office français de protection des réfugiés et apatrides la somme de 3 000 euros au titre de l'article L. 761-1 du code de justice administrative.",plein_contentieux,defavorable_requerant,DCE_462254_20220617.xml,DCE,2022-06-17,Décision,Plein contentieux,Rejet PAPC,2862
"La société SetS Chauffeurs privés a demandé au juge des référés du tribunal administratif de Strasbourg, sur le fondement de l'article L. 551-13 du code de justice administrative, à titre principal, d'annuler, ou à tout le moins de résilier, les marchés subséquents passés par la collectivité européenne d'Alsace pour l'année scolaire 2021/2022 en exécution de l'accord-cadre portant sur le lot n° 11 du marché de services réguliers de transport scolaire pour élèves et étudiants en situation de handicap, à titre subsidiaire, de réduire la durée des marchés en cause et, à titre infiniment subsidiaire, de condamner la collectivité européenne d'Alsace au paiement d'une pénalité financière. Par une ordonnance n° 2200327 du 23 février 2022, le juge des référés du tribunal administratif de Strasbourg a annulé l'accord-cadre relatif à ce lot n°11, cette annulation prenant effet à l'expiration d'un délai de quatre mois à compter de la date de cette ordonnance. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 11 et 28 mars 2022 au secrétariat du contentieux du Conseil d'Etat, la collectivité européenne d'Alsace demande au Conseil d'Etat : 1°) d'annuler cette ordonnance ; 2°) statuant en référé, de rejeter la demande présentée par la société SetS Chauffeurs privés ; 3°) de mettre à la charge de la société SetS Chauffeurs privés la somme de 5 000 euros au titre de l'article L. 761-1 du code de justice administrative.",plein_contentieux,favorable_requerant,DCE_462256_20220603.xml,DCE,2022-06-03,Décision,Plein contentieux,Satisfaction totale,10702
"La Commission nationale des comptes de campagne et des financements politiques a saisi le tribunal administratif de Montpellier, sur le fondement de l'article L. 52-15 du code électoral, de sa décision du 9 décembre 2021 par laquelle elle a constaté l'absence de dépôt du compte de campagne du binôme composé de Mme B A et M. C D, candidats dans le canton de Narbonne 3 pour les élections départementales qui se sont déroulées les 20 et 27 juin 2021. Par un jugement n° 2106595 du 8 février 2022, le tribunal administratif de Montpellier a déclaré Mme A et M. D inéligibles pour une durée de 18 mois. Par une requête, enregistrée le 11 mars 2022 au secrétariat du contentieux du Conseil d'Etat, M. D et Mme A demandent au Conseil d'Etat d'annuler ce jugement. Ils soutiennent qu'ils ont été dans l'impossibilité d'ouvrir un compte bancaire retraçant leur compte de campagne dans les délais utiles malgré la demande faite auprès de la Banque de France qui n'a désigné un établissement pour le faire qu'après le 1er tour des élections, le 20 juin 2021. Par un mémoire en défense, enregistré le 9 mai 2022, la Commission nationale des comptes de campagne et des financements politiques conclut au rejet de l'appel. Elle soutient que les moyens ne sont pas fondés.",plein_contentieux,defavorable_requerant,DCE_462258_20220627.xml,DCE,2022-06-27,Décision,Plein contentieux,Rejet,6790
"M. D C et Mme A B ont demandé au juge des référés du tribunal administratif de Nantes d'ordonner, sur le fondement des dispositions de l'article L. 521-1 du code de justice administrative, la suspension de l'exécution de la décision du 3 janvier 2022 par laquelle, l'autorité consulaire française à Téhéran (Iran) a implicitement refusé de délivrer un visa de long séjour à Mme B au titre de la réunification familiale, et d'enjoindre au ministre de l'intérieur, à titre principal, de délivrer le visa sollicité dans l'attente de la décision de la commission de recours, dans un délai de sept jours à compter de la notification de l'ordonnance, sous astreinte de 200 euros par jour de retard ou, à titre subsidiaire, de procéder à un nouvel examen de la demande de Mme B. Par une ordonnance n° 2200811 du 11 février 2022, le juge des référés du tribunal administratif de Nantes a rejeté leur demande. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 15 et 30 mars 2022 au secrétariat du contentieux du Conseil d'Etat, M. C et Mme B demandent au Conseil d'Etat : 1°) d'annuler cette ordonnance ; 2°) statuant en référé, de faire droit à leur demande ; 3°) de mettre à la charge de l'Etat la somme de 3 000 euros à verser à la SCP Bauer-Violas, Feschotte-Desbois, Sebagh, leur avocat, au titre des articles L. 761-1 du code de justice administrative et 37 de la loi du 10 juillet 1991.",exces_de_pouvoir,defavorable_requerant,DCE_462341_20220622.xml,DCE,2022-06-22,Décision,Excès de pouvoir,Rejet,8733
"Par une requête enregistrée le 17 mars 2022 au secrétariat du contentieux du Conseil d'Etat, la société Igdal demande au Conseil d'Etat : 1°) d'annuler, pour excès de pouvoir, la décision implicite du 17 mars 2022 par laquelle le ministre de l'économie, des finances et de la relance a rejeté sa demande tendant à l'abrogation du paragraphe n° 90 des commentaires administratifs publiés le 16 juin 2021 au bulletin officiel des finances publiques (BOFiP) - impôts sous la référence BOI-CF-INF-20-20, et d'enjoindre au ministre d'y procéder ; 2°) à titre subsidiaire, de surseoir à statuer et de transmettre à la Cour européenne des droits de l'homme une demande d'avis portant sur la compatibilité des dispositions du 4 de l'article 1788 A du code général des impôts avec les stipulations de la convention européenne de sauvegarde des droits de l'homme et des libertés fondamentales ; 3°) à titre subsidiaire, de surseoir à statuer et de transmettre à la Cour de justice de l'Union européenne une question préjudicielle relative à la compatibilité de ces mêmes dispositions avec les stipulations de la Charte de droits fondamentaux de l'Union européenne ; 4°) de mettre à la charge de l'Etat la somme de 5 000 euros au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,autre_issue,DCE_462398_20220614.xml,DCE,2022-06-14,Décision,Excès de pouvoir,QPC M-Transmission avec sursis (ADD),5858
"M. A B a demandé au juge des référés du tribunal administratif de Strasbourg, sur le fondement des dispositions de l'article L. 521-1 du code de justice administrative, d'ordonner la suspension de l'exécution de l'arrêté du maire de Hayange du 6 janvier 2022 lui infligeant une sanction d'exclusion temporaire de fonctions d'une durée de douze mois. Par une ordonnance n° 2200533 du 2 mars 2022, le juge des référés du tribunal administratif de Strasbourg a fait droit à cette demande. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés le 17 mars 2022 et le 31 mars 2022 au secrétariat du contentieux du Conseil d'Etat, la commune de Hayange demande au Conseil d'Etat : 1°) d'annuler cette ordonnance ; 2°) réglant l'affaire au titre de la procédure de référé, de rejeter la requête de M. B ; 3°) de mettre à la charge de M. B la somme de 4 000 euros au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,defavorable_requerant,DCE_462414_20220621.xml,DCE,2022-06-21,Décision,Excès de pouvoir,Rejet PAPC,3712
"L'association Environnement 93, le Mouvement national de lutte pour l'environnement - 93 et Nord Est parisien, M. A F, M. B E et Mme D C ont demandé au juge des référés de la cour administrative d'appel de Paris, statuant sur le fondement de l'article L. 521-1 du code de justice administrative, de suspendre l'exécution de la décision de la commune d'Aubervilliers de ne pas interrompre et de poursuivre l'exécution des travaux de construction du centre nautique d'Aubervilliers à la suite de l'arrêt n° 21PA02476 de la cour administrative d'appel de Paris du 10 février 2022. Par une ordonnance n° 22PA00845 du 9 mars 2022, le juge des référés de la cour administrative d'appel de Paris, faisant droit à cette demande, a suspendu l'exécution de cette décision en tant qu'elle concerne les travaux mentionnés au point 20 de cette ordonnance et a enjoint au maire d'Aubervilliers de prendre toutes mesures utiles afin que ces travaux cessent sans délai. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 18 mars et 1er avril 2022 au secrétariat du contentieux du Conseil d'Etat, la commune d'Aubervilliers demande au Conseil d'Etat : 1°) d'annuler cette ordonnance ; 2°) statuant en référé, de rejeter la demande présentée en première instance ; 3°) de mettre à la charge de chacun des défendeurs une somme de 3 000 euros au titre de l'article L. 761-1 du code de justice administrative.",plein_contentieux,defavorable_requerant,DCE_462448_20220610.xml,DCE,2022-06-10,Décision,Plein contentieux,Rejet PAPC,7405
"Mme B D a demandé au juge des référés du tribunal administratif de Nice, statuant sur le fondement de l'article L. 521-1 du code de justice administrative, d'ordonner la suspension de l'arrêté du 30 novembre 2021 du recteur de l'académie de Nice portant radiation des cadres en vue de son admission à faire valoir ses droits à une pension de retraite pour invalidité et d'enjoindre au recteur de l'académie de Nice de régulariser sa situation administrative et le versement de sa rémunération à compter du 1er décembre 2021. Par une ordonnance n° 2200774 du 7 mars 2022, le juge des référés du tribunal administratif de Nice a rejeté cette demande. Par un pourvoi sommaire, un mémoire complémentaire et un nouveau mémoire enregistrés les 21 mars, 1er et 15 avril 2022 au secrétariat du contentieux du Conseil d'Etat, Mme D demande au Conseil d'Etat : 1°) d'annuler cette ordonnance ; 2°) statuant en référé, de faire droit à sa demande ; 3°) de mettre à la charge de l'Etat la somme de 3 500 euros au titre de l'article L. 761-1 du code de justice administrative",exces_de_pouvoir,defavorable_requerant,DCE_462471_20220603.xml,DCE,2022-06-03,Décision,Excès de pouvoir,Rejet PAPC,2303
"La société RBF a demandé au juge des référés du tribunal administratif de Bordeaux, sur le fondement de l'article L. 521-1 du code de justice administrative, d'ordonner la suspension de l'exécution de la décision du 11 août 2021 par laquelle l'Institut national de l'origine et de la qualité (INAO) lui a réclamé des pièces complémentaires et l'a invitée à présenter ses observations sur la recevabilité de son dossier de candidature au classement du Château Pierre 1er en grand cru classé de l'appellation d'origine contrôlée (AOC) Saint-Emilion grand cru, de la décision du 30 septembre 2021 de l'INAO déclarant sa demande irrecevable ainsi que de la décision du 17 décembre 2021 rejetant son recours gracieux contre cette dernière décision. Par une ordonnance du 4 mars 2022, le juge des référés du tribunal administratif de Bordeaux a rejeté sa demande. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés le 21 mars 2022 et le 5 avril 2022 au secrétariat du contentieux du Conseil d'Etat, la société RBF demande au Conseil d'Etat : 1°) d'annuler cette ordonnance ; 2°) statuant en référé, de faire droit à sa requête ; 3°) de mettre à la charge de l'INAO la somme de 6 000 euros au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,defavorable_requerant,DCE_462500_20220621.xml,DCE,2022-06-21,Décision,Excès de pouvoir,Rejet PAPC,4687
"Mme A B a demandé au juge des référés du tribunal administratif de Caen, d'une part, d'ordonner, sur le fondement de l'article L. 521-1 du code de justice administrative, la suspension de l'exécution de la décision du 28 octobre 2021 par laquelle le garde des sceaux, ministre de la justice, a estimé qu'elle ne remplissait pas les conditions pour être nommée greffière stagiaire des services judiciaires à l'issue de l'examen professionnalisé réservé dont les résultats ont été proclamés le 28 septembre 2021, ainsi que la décision du 24 décembre 2021 rejetant son recours gracieux et, d'autre part, d'enjoindre au garde des sceaux, ministre de la justice, de la rétablir dans la liste des personnes admises à l'examen professionnel et de l'admettre provisoirement à l'Ecole nationale des greffes. Par une ordonnance n° 2200362 du 4 mars 2022, le juge des référés du tribunal administratif de Caen a suspendu l'exécution des décisions des 28 octobre et 24 décembre 2021 et enjoint au garde des sceaux, ministre de la justice, de prononcer dans un délai de dix jours la nomination provisoire de Mme B en qualité de greffière stagiaire des services judiciaires, jusqu'au jugement du recours en annulation n° 2200346 contre ces décisions, et de prendre les mesures qu'implique cette nomination. Par un pourvoi, enregistré le 21 mars 2022 au secrétariat du contentieux du Conseil d'Etat, le garde des sceaux, ministre de la justice demande au Conseil d'Etat : 1°) d'annuler cette ordonnance ; 2°) statuant en référé, de rejeter la demande de suspension présentée par Mme B.",exces_de_pouvoir,defavorable_requerant,DCE_462541_20220610.xml,DCE,2022-06-10,Décision,Excès de pouvoir,Rejet PAPC,4575
"Mme A B a demandé au juge des référés du tribunal administratif de Caen, d'une part, d'ordonner, sur le fondement de l'article L. 521-1 du code de justice administrative, la suspension de l'exécution de la décision du 28 octobre 2021 par laquelle le garde des sceaux, ministre de la justice, a estimé qu'elle ne remplissait pas les conditions pour être nommée greffière stagiaire des services judiciaires à l'issue de l'examen professionnalisé réservé dont les résultats ont été proclamés le 28 septembre 2021, ainsi que la décision du 24 décembre 2021 rejetant son recours gracieux et, d'autre part, d'enjoindre au garde des sceaux, ministre de la justice, de la rétablir dans la liste des personnes admises à l'examen professionnel et de l'admettre provisoirement à l'Ecole nationale des greffes. Par une ordonnance n° 2200363 du 4 mars 2022, le juge des référés du tribunal administratif de Caen a suspendu l'exécution de ces décisions et enjoint au garde des sceaux, ministre de la justice, de prononcer dans un délai de dix jours la nomination provisoire de Mme B en qualité de greffière stagiaire des services judiciaires jusqu'au jugement du recours en annulation n° 2200345 contre ces décisions, et de prendre les mesures qu'implique cette nomination. Par un pourvoi, enregistré le 21 mars 2022 au secrétariat du contentieux du Conseil d'Etat, le garde des sceaux, ministre de la justice demande au Conseil d'Etat : 1°) d'annuler cette ordonnance ; 2°) statuant en référé, de rejeter la demande de suspension présentée par Mme B.",exces_de_pouvoir,defavorable_requerant,DCE_462544_20220610.xml,DCE,2022-06-10,Décision,Excès de pouvoir,Rejet PAPC,4542
"L'association Comité fondateur du parc des expositions de Lyon (COFIL) a demandé au tribunal administratif de Lyon de prononcer la réduction des cotisations de taxes foncières mises à sa charge pour 2017 et 2018 et la restitution des sommes de 43 572 euros pour 2017 et 109 483 euros pour 2018. Par un jugement n° 2008614 du 3 février 2022 le tribunal administratif de Lyon a fait droit à ces demandes. Par un pourvoi enregistré le 23 mars 2022 au secrétariat du contentieux du Conseil d'Etat, le ministre de l'économie, des finances et de la relance demande au Conseil d'Etat d'annuler ce jugement.",plein_contentieux,defavorable_requerant,DCE_462595_20220623.xml,DCE,2022-06-23,Décision,Plein contentieux,Rejet PAPC,2682
